category,theoryTitle,theoryContent,theoryStructure,theoryHint,questionType,questionText,optionA,optionB,optionC,optionD,correctAnswer
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,How long ______ for the company before you were promoted?,had you been working,have you been working,were you working,did you work,had you been working
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,He ______ Spanish for months before he traveled to Madrid.,had been learning,had learned,was learning,learns,had been learning
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,They ______ to fix the car all morning before they called a mechanic.,had been trying,had tried,were trying,try,had been trying
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,I ______ poorly for weeks before I finally went to the doctor.,had been sleeping,had slept,was sleeping,sleeps,had been sleeping
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,She ______ forward to the trip for months before it was canceled.,had been looking,had looked,was looking,looks,had been looking
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,The chef ______ all afternoon before the restaurant opened.,had been cooking,had cooked,was cooking,cooks,had been cooking
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,We ______ for miles before we realized we were lost.,had been walking,had walked,were walking,walk,had been walking
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,He ______ TV for hours when the power went out.,had been watching,had watched,was watching,watches,had been watching
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,I was exhausted because I ______ the house all morning.,had been cleaning,had cleaned,was cleaning,clean,had been cleaning
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,They ______ for the exam for weeks before they took it.,had been preparing,had prepared,were preparing,prepare,had been preparing
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,She ______ the piano for two hours before the concert started.,had been practicing,had practiced,was practicing,practices,had been practicing
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,The baby ______ for a long time before he finally fell asleep.,had been crying,had cried,was crying,cries,had been crying
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,We ______ the house for months before we bought it.,had been renting,had rented,were renting,rent,had been renting
Past Perfect Continuous,Thì Quá khứ hoàn thành tiếp diễn (Past Perfect Continuous),Dùng để nhấn mạnh khoảng thời gian của một hành động đã và đang diễn ra trong quá khứ và kết thúc trước một hành động hoặc thời điểm khác trong quá khứ.,S + had + been + V-ing + ...,for; since; how long; before; until then,Điền từ,He ______ the same car for ten years before he bought a new one.,had been driving,had driven,was driving,drives,had been driving
